
Host: CHEM9QDFT72ALT

Timers On : Tue May 27 14:35:07 2025
Timers Off: Tue May 27 14:35:25 2025

Wall Time:       18.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| post-process grid                 :      0.150u      0.000s      0.070w     25 calls
DFH: sparsity prep                  :      0.417u      0.067s      0.313w     25 calls
| Libint2ERI::Libint2ERI            :      0.283u      0.067s      0.222w     25 calls
DFH: initialize()                   :      0.633u      0.050s      0.392w     25 calls
| Libint2ERI::Libint2ERI            :      0.283u      0.033s      0.191w     50 calls
| DFH: AO Construction              :      0.100u      0.000s      0.061w     25 calls
| DFH: AO-Met. Contraction          :      0.100u      0.000s      0.042w     25 calls
HF: Form core H                     :      0.000u      0.000s      0.010w     25 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w     25 calls
HF: Guess                           :      0.783u      0.167s      0.567w     25 calls
| SAD Guess                         :      0.783u      0.167s      0.559w     25 calls
HF: Form G                          :      8.117u      0.250s      5.069w    231 calls
| RV: Form V                        :      7.883u      0.250s      4.947w    231 calls
| | Properties                      :      2.467u      0.000s      1.501w  92819 calls
| | Functional                      :      2.550u      0.017s      1.743w  92819 calls
| | V_xc                            :      2.833u      0.033s      1.563w  92819 calls
| JK: D                             :      0.000u      0.000s      0.000w    231 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    231 calls
| JK: JK                            :      0.217u      0.000s      0.119w    231 calls
| | DFH: compute_JK()               :      0.217u      0.000s      0.119w    231 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    231 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.006w    231 calls
| | | DFH: compute_K                :      0.217u      0.000s      0.109w    231 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    231 calls
HF: Form F                          :      0.000u      0.000s      0.000w    231 calls
HF: Form D                          :      0.000u      0.000s      0.000w    231 calls
HF: DIIS                            :      0.300u      0.100s      0.192w    206 calls
HF: Form C                          :      0.017u      0.000s      0.020w    206 calls
JK: D                               :      0.000u      0.000s      0.000w    111 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    111 calls
JK: JK                              :      0.200u      0.000s      0.154w    111 calls
| DFH: compute_JK()                 :      0.200u      0.000s      0.154w    111 calls
| | DFH: Grabbing AOs               :      0.000u      0.000s      0.000w    111 calls
| | DFH: compute_J                  :      0.017u      0.000s      0.010w    111 calls
| | DFH: compute_K                  :      0.183u      0.000s      0.136w    111 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    111 calls
RV: Form Vx                         :     13.217u      0.350s      8.157w    111 calls
| Properties                        :      3.333u      0.033s      1.771w  44505 calls
| Functional                        :      1.267u      0.033s      0.906w  44505 calls
| Derivative Properties             :      5.267u      0.033s      3.402w 109070 calls
| V_XCd                             :      3.250u      0.067s      1.895w 109070 calls

**************************************************************************************

Host: CHEM9QDFT72ALT

Timers On : Tue May 27 14:35:59 2025
Timers Off: Tue May 27 14:36:01 2025

Wall Time:        1.50 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.200u      0.033s      0.132w      2 calls
Libint2ERI::Libint2ERI              :      0.100u      0.033s      0.068w      7 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.067u      0.000s      0.045w      2 calls
SAD Guess                           :      0.067u      0.000s      0.044w      2 calls
HF: Form G                          :      0.000u      0.000s      0.001w     22 calls
JK: D                               :      0.000u      0.000s      0.000w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      0.000u      0.000s      0.001w     22 calls
PK computes JK                      :      0.000u      0.000s      0.001w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      0.183u      0.050s      0.152w     20 calls
HF: Form C                          :      0.017u      0.000s      0.002w     20 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.200u      0.033s      0.132w      2 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.033s      0.041w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.067u      0.000s      0.045w      2 calls
| SAD Guess                         :      0.067u      0.000s      0.044w      2 calls
HF: Form G                          :      0.000u      0.000s      0.001w     22 calls
| JK: D                             :      0.000u      0.000s      0.000w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      0.000u      0.000s      0.001w     22 calls
| | PK computes JK                  :      0.000u      0.000s      0.001w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.000w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      0.183u      0.050s      0.152w     20 calls
HF: Form C                          :      0.017u      0.000s      0.002w     20 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.027w      3 calls

**************************************************************************************

Host: CHEM9QDFT72ALT

Timers On : Tue May 27 14:36:01 2025
Timers Off: Tue May 27 14:36:02 2025

Wall Time:        0.57 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.000u      0.000s      0.001w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.001w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.007w      1 calls
SAD Guess                           :      0.017u      0.017s      0.006w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      8 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.000u      0.000s      0.000w      8 calls
PK computes JK                      :      0.000u      0.000s      0.000w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.183u      0.033s      0.145w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      2 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.007w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.006w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      8 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.000u      0.000s      0.000w      8 calls
| | PK computes JK                  :      0.000u      0.000s      0.000w      8 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.183u      0.033s      0.145w      7 calls
HF: Form C                          :      0.000u      0.000s      0.001w      7 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************
